电影名字,播放数量,弹幕数量,追剧数量,投币数量,点赞数量,标签,分数,打分人数,影片时长(分钟),长评数量,短评数量,简介,Column1
金刚王：死亡救赎,1598000,6913,8127,827,4056,剧情动作,8.4,177,107,0,59,简介：金刚王（释延能 饰）年幼时遭奸人拐卖，被卖到了日本的哈迪斯神社，在那里，等待着他的，是充满了鲜血和汗水的残酷训练，他被塑造成为组织第一杀手。之后，金刚王借机逃回中国，并遇见了南少林宗师，放下屠刀立地成佛。没过多久，哈迪斯组织就在南少林的脚下建立起了一座高大的客家土楼，在那里，有着三个传说级别的擂台，各地高手汇聚于此，一争高下。然而，日方真正的意图，其实是从精神上摧毁中国人民抗日的意志和信心。得知此事，金刚王挺身而出，与自己的东家为敌，走上了擂台。,
天机·富春山居图,4293000,91000,38000,1367,15000,动作,2.5,5083,118,14,1773,简介：元代画家黄公望的名作《富春山居图》，被誉为“中国十大传世名画”之一，这件保额即高达十亿的旷世杰作引来各国罪犯的觊觎。日本文物走私大鳄山本俊雄（佟大为 饰）、国内的老佛爷及欧美等国的文物贩子纷纷蠢蠢欲动。在利欲薰心、刀光剑影的轮番交手中，香港警署海外缉私科特工肖锦汉（刘德华 饰）和身份莫辨的王雪晴（林志玲 饰）携手，与山本为首的走私犯周旋世界各个角落，接连过招，命悬一线。展出之日逼近，国宝的命运难以勘破……,
我想要的圣诞礼物,23000,23,696,29,55,家庭,暂无评分,评分人数不足,86,0,3,简介：当一个男孩想要不同的父母的圣诞愿望实现时，他发现自己过上了一直梦寐以求的奢侈生活......但是代价是什么？,
揭秘骗局,59000,44,1092,44,102,剧情惊悚,暂无评分,评分人数不足,85,0,0,简介：热纳是一名地区检察官，在上任市长的离职典礼中，她被选为下任市长。此时，整座城市被一名杀人狂闹地人心惶惶。不久，热纳发现自己认识的人一个接一个地死去，自己的私生活也被莫名其妙地拍摄下来。在寻找真相的过程中，她的情人、竞争对手和下属都被牵涉进来。当谜团一个接一个地出现时，热纳该如何找出真正的幕后凶手呢？,
圣诞奇缘：一狗二主,66000,192,1045,46,94,喜剧爱情家庭,暂无评分,评分人数不足,87,1,0,简介：圣诞将至，刚刚跟男友分手的单身母亲麦琪，准备给儿子买只狗当做圣诞礼物。阴差阳错地，麦琪带回家的狗正好是杰克刚丢的一只拉布拉多，叫做“小熊”。正是因为这只狗，两家人开始越走越近。正当麦琪和杰克快要想对方坦白心声时，麦琪的前男友又找了回来…,
枪火下,141000,165,1414,52,1199,悬疑,暂无评分,评分人数不足,87,0,2,简介：索菲是一名年轻漂亮的警探，本应有着幸福家庭的她，丈夫却在给女儿买生日蛋糕的途中被人残忍地杀害。这使得她不得不在照顾病重的女儿的同时，去解决一次又一次的突发事件。,
婚礼教堂,22000,11,884,39,59,家庭,暂无评分,评分人数不足,103,0,1,简介：没有灵感又刚刚单身的画家萨拉运气跌倒了谷底，只想摆脱她身边的各种问题。当她决定去探望她母亲时，她开始倾尽自己的努力拯救当地一个即将倒闭的教会。,
坏女孩,338000,1763,5376,152,606,剧情悬疑惊悚,暂无评分,评分人数不足,82,0,4,简介：索菲亚是一个聪明但安静的高中生，在课堂上与一个新来的女孩建立了友谊，但这位女孩开始破坏索菲亚和她的家人的生活。索菲亚被迫揭开她朋友的过去，并及时了解了真相。,
黑色幽默,1446000,1182,12000,516,2086,喜剧,暂无评分,评分人数不足,75,0,8,"简介：詹姆兹邦德是Spoof喜剧的主角，这是一个令人沮丧的人物，因为在中枪之前他一直无法找到一种方法来完成他的著名句子：“我的名字是......""。 是的，这是最新消息：在50年后，枪管序列中的一把枪射击了我们的英雄，并且出现了其他的几个挑战，直至黑暗降临......",
先见之明,136000,285,2209,49,215,科幻惊悚,暂无评分,评分人数不足,81,0,1,简介：一项革命性的人类基因研究计划，为预防疾病与犯罪带来了莫大帮助，身为研究员的一份子，希欧多不但致力于生命的发展与延续，还有个能预知他人死亡的特殊能力。不过这次他的能力却阴错阳差害死了自己的女友安娜，内疚不已的希欧多以悲伤度日，直到一个月过去，安娜竟又活生生地出现在他面前？,
遗迹,90000,40,1037,38,96,惊悚犯罪,暂无评分,评分人数不足,84,0,1,简介：一部关于一个人过度反应的黑暗喜剧！ 当罗姆的工头失踪时他错误地开除了另一位员工，他的完美生活开始开始被揭开......,
勇往直前,291000,286,4798,379,489,动作,暂无评分,评分人数不足,82,0,6,简介：一位神秘的导师帮助一名冲突的青少年克服了他对驾驶的恐惧，并在美国小镇当地的泥土赛道上赢得了他人生的比赛。,
疯狂动物园,217000,603,3612,150,275,喜剧,暂无评分,评分人数不足,85,0,6,简介：动物园管理员发现动物可以说话，而强大的商人想要试图从动物园偷走他们。,
我生命的战斗,7960,11,182,62,41,家庭,暂无评分,评分人数不足,95,0,3,简介：朱利安尼的亲生父亲亚历克斯、现任世界拳击冠军布鲁诺、朱利安尼的监护人一起争夺为这个男孩的成长负责的头衔。,
重启新生,1808000,180,2240,211,864,剧情喜剧,暂无评分,评分人数不足,86,0,0,简介：一群住在布鲁克林褐砂岩的家伙在进入他们30多岁的时候通过生活的残酷现实找到了人生的道路。,
远方的小伙伴,13000,17,246,79,35,喜剧,暂无评分,评分人数不足,86,0,1,简介：在阿根廷一个小镇上，一个叫索尔的乐团被很多喜欢音乐的人追捧和热爱，帕托就是其中之一。帕托每天都会在孤儿院和孩子们在固定的时间守在电视机前看索尔乐团的电视表演。有时候帕托甚至希望自己就是乐团中的一员，想象自己参加乐团和孩子们在电视里表演。有人打算解散孤儿院，这个突如其来的噩耗让帕托开始担忧，为了孩子们和孤儿院的前景，帕托和朋友决定凭着自己的力量改变实际情况。在这个过程中，他们和索尔乐团也产生了微妙的关联，情况真的会好转吗？,
冰封：重生之门,1201000,7949,14000,739,4563,喜剧动作奇幻,4.9,309,91,0,68,简介：明朝嘉靖末年，锦衣卫贺英（甄子丹 饰）奉命从天竺运回无价之宝“时空金球”，他一心为朝廷却不想遭到了兄弟的突袭。老大元龙（任达华 饰）带着聂虎、萨獒（王宝强 饰）前来捉拿，四人搏斗之时突然地动山摇，巨大的雪崩淹没了他们。醒来后，贺英发现自己居然已经到了400年后的香港，对现代社会一窍不通的他偶遇了夜店咖小美，闹出了不少笑话，但在小美的帮助下贺英学会了使用高科技产品，逐渐变成了都市型男。正在二人感情升华的时候，“锦衣卫三人组”也穿越到了现代并且继续执行自己的使命。,
建党伟业,10454000,71000,376000,51000,81000,剧情历史,暂无评分,评分人数不足,124,无,无,简介：本片是为庆祝中国共产党建党九十周年而制作的献礼影片。《建党伟业》 围绕1921年前后展开。该片从1911年辛亥革命爆发开始一直叙述至1921年中国共产党第一次全国代表大会召开为止共10年间中国所发生的一系列重大历史事件，大体上由民初动乱、五四运动及中共建党三部分剧情组成。,
初到东京,570000,5025,12000,739,2700,剧情爱情,8.6,118,96,0,40,简介：围棋手吉流（秦昊 饰）初到东京留学，陷入生活迷茫困境，在去千叶的列车上，他与背着蔬菜进京的五十岚婆（倍赏千惠子 饰）有了一次奇特的偶遇，从此他的生活进入了一个奇异的圈子，他与五十岚婆的孙子翔一（中泉英雄 饰），与翔一的女友奈菜子（张钧甯 饰），与旅店的服务员内藤加美（田原 饰）， 开始有了剪不断理还乱的关系。躁动的青春，异国的少女，不移的围棋梦想，在苦闷激情的年华里冰火交融。,
一八九四·甲午大海战,1401000,36000,27000,6584,11000,剧情历史战争,8,653,113,8,163,简介：1867年，李鸿章上书，清政府下令建立船政学堂。邓世昌（陆毅 饰）前来报考，得刘步蟾兄妹相助，一鸣惊人。1877年，邓世昌送同学们赴英国皇家海军学院深造。四年后同学凯旋，毕业会上，邓世昌、刘步蟾与伊东佑亨（夏雨 饰）、东乡平八郎的对话，为日后两国海上交锋埋下伏笔。李鸿章组建北洋水师，启奏向英国定制的铁甲舰，得到慈禧太后准奏。同时，日本也购得了铁甲舰，伊藤博文还奉上了侵略的奏章。北洋水师提督丁汝昌率刘步蟾、邓世昌等 “镇远”号、“致远”号将士出访日本，遭遇长崎事件，大战一触即发。,
全城高考,1284000,22000,20000,2332,6700,剧情,6.4,495,90,3,163,简介：这是一所百年老校，市示范校之一，高三九班班主任范义本（方中信 饰）带领全班同学在高考冲刺中发生的故事：班长任雪，被父亲逼迫到海外留学，和父亲（吴刚 饰）反目导致离家出走。任雪的闺蜜林叶，因为父母离异，放弃高考。贺帆学习委员，家里筹备大学的学费被奸商诈骗，父亲贺江海为保护儿子打伤人被拘留，导致生活压力的加大。偏科大王秦鹏，阳光自信，喜欢搞一些恶作剧，由于作文跑题导致高考成绩面临危机......,
建国大业,13312000,92000,376000,78000,123000,剧情历史,暂无评分,评分人数不足,135,无,无,简介：抗战结束后，各阶级、各党派、广大人民群众反战情绪高涨。在民主爱国人士张澜等人的斡旋下，毛泽东代表的共产党与蒋介石代表的国民党拉开了重庆谈判的序幕。为表诚意，共产党主动放弃了部分占领的解放区，然而，国民党却丝毫没有建立民主政府的意思，反而驱赶民主党派，逐渐走向了军政府独裁统治的灭亡之路。期间，以毛泽东为首的共产党人通过建立广泛的爱国统一战线，获得了全中国人民群众的支持，与此同时，垂死挣扎的国民党仍妄图借助阴谋暗杀等卑劣手段阻挠会议召开。一场为建立新中国的决战由此展开。,
一场风花雪月的事,3005000,9798,12000,576,14000,动作爱情犯罪小说改,2.1,5996,110,11,2410,简介：08年夏天，失踪多年的国宝——金佛，重现在韩国头号黑帮——金氏家族之手。警方在金氏次子正熙（在熙 饰）潜入深圳境内避难时，安排女警吕月月（Angelababy 饰）以全程保护正熙之名追查金佛下落，两人经历了险象环生的黑帮追杀后情愫暗生，导致月月与警察男友薛宇（黄晓明 饰）的关系变得紧张。正熙答应配合警方的行动，却在哥哥正泰的安排下，携金佛潜逃。正熙失踪的日子里，月月与薛宇逐渐重修就好，正熙突然出现将金佛归公，月月陷入在正熙和薛宇之间选择的两难境地……,
奋斗,1016000,2129,3997,237,2165,剧情喜剧爱情,暂无评分,评分人数不足,97,0,16,简介：青年建筑师陆涛（李晨 饰）执着的要靠个人努力实现理想，他离开了昔日的富二代女友，也拒绝向曾经离弃自己的有钱父亲请托，与女友夏琳共同打拼。陆涛、夏琳与向南（郑恺 饰）、晓芸夫妻俩为朋友吴旭举办“分手仪式”，不想却连累向南丢了工作，失业的向南开始投身网店，依靠晓芸工作养家。另一方面，陆涛为了替夏琳出头导致两人双双失业，夏琳奔赴法国学习时尚的梦想再度搁浅，而陆涛更加干劲十足要凭借自己实力拿回青年设计师奖项。这几个年青人在现实和梦想中奋斗起浮，经历着各自的情感危机。,
叶问,13855000,253000,436000,41000,67000,剧情动作传记历史,9.7,6802,106,15,1128,简介：1930年代，中国武术之都佛山。北方武师金山找率众来佛山踢馆，各大武馆馆主皆成他手下败将。他找上为人低调未设馆授徒的叶问（甄子丹 饰）。叶问用咏春拳以柔克刚将金山找制服，确立在佛山的大师傅地位。几年之后，侵华日军将佛山攻占，叶问同幸存下的乡邻一样，被迫携妻儿移居废屋。生计面前，叶问混在人群争抢去煤矿做苦力的机会，徒弟李钊则成为日军翻译官。日军将领三蒲是名武痴，他以一袋白米作奖赏，派李钊四处搜寻能打国人在打斗场上与日军切磋，多名昔日武馆馆主及武痴林因此惨死。这将叶问激怒，他走入打斗场。,
