电影名字,播放数量,弹幕数量,追剧数量,投币数量,点赞数量,标签,分数,打分人数,影片时长(分钟),长评数量,短评数量,简介,,,,,,,,,,,,,
使命 第一季,2997000,12000,35000,977,1959,剧情奇幻,7.3,120,已完结, 全10集,0,47,简介：1967年，来自苏联的联盟号飞船在火星登陆任务中失联。时间线回到现在，欧洲航空局与亿万富翁迈耶联合发起的首次载人登陆火星计划有条不紊的准备在十天后进行发射。由于原本作为其中成员之一的心理学家发生意外，珍妮成为了尤利西斯任务中新的一员。历时十个月的航空飞行，机组成员之前的关系变得复杂，大家的心理状况对于登陆火星任务并不可观。屋漏偏逢连夜雨，就在着陆的前一天，机组全员得知来自美国的杰灵一号飞船虽然采用了最先进的技术，但在几天前着陆火星的时候失去了联络。并且留给世人的最后录像中，美国宇航员让大家不要去救他们也...,,,,,,,,,,,,
未至之境（英配版）,15905000,100000,739000,60000,103000,动物自然,9.9,4636,已完结, 全5集,7,1164,简介：从绵延万里的山脉高原，到枝繁叶茂的雨林竹海，我们涉足了中国人迹罕至的未至之境。本剧将探秘那些我们所知甚少的国内野生动物，跟拍它们"平凡普通"的日常生活，揭开珍稀动物们的神秘面纱。本片由bilibili与美国国家地理联合出品，中国野生动物保护协会与英国布赖恩里斯公司联合摄制。,,,,,,,,,,,,
无影灯下,31556000,187000,996000,111000,200000,科技医疗,9.7,5207,已完结, 全16集,9,1085,简介： 十六集网络纪录片《无影灯下》，力求记录科技历史变化，展现人道主义光辉。剧组历时3年，前往英国、美国、德国、法国、意大利、匈牙利、土耳其、印度等十二个国家，拍摄到重要的医学博物馆、医院和医疗研究机构，采访50多位国际顶级专家，以此呈现手术的发展历程和未来展望。,,,,,,,,,,,,
天官赐福,6330000,30000,103000,4373,34000,喜剧,9.3,1374,92,0,485,简介：故事描述康熙(尔冬升 饰)少年嗣位，太后(恬妮 饰)急欲替其完婚，遂选纳大臣之女纳兰琼瑶(王祖贤饰)为妃，但琼瑶为争取婚姻自由离家出走，康熙亦乐得不用成婚。後康熙不耐宫中生活刻板，决定微服下江南游玩，却偶见女扮男装的琼瑶；二人结伴同游，分享在民间遇见的种种趣事…,,,,,,,,,,,,,
女人心,142000,1195,2589,139,3198,剧情,暂无评分,评分人数不足,91,0,9,简介：孙子威（周润发 饰）与梁宝儿（缪骞人 饰）结婚八年，并育有一子，眼下他们的婚姻因孙子威的出轨而处于崩溃的边缘。梁决意离婚，加入了五个同性好友的“单身女性俱乐部”，然而在这些女人表面的恣意之下，却深深潜藏着孤独的痛苦。另一方面，孙子威与情人沙妞（钟楚红 饰）正式同居，二人的关系看似热烈，但孙子威仍然对梁宝儿念念不忘。终于到了协议离婚的时刻，孙子威醒悟自己对前妻难以割舍，遂终止了同沙妞的关系，回到梁宝儿身边，可再次走到一起的两人，并没有理顺生活的所有矛盾……本片为香港导演关锦鹏处女作，获当年香港金像奖与金马...,,,,,,,,,,,,,
伍六七之最强发型师,310000000,2080000,10688000,1880000,1173000,原创热血战斗搞笑,9.8,96077,已完结, 全10话,105,26107,简介：伍六七在帮助别人和寻找自我的过程中，认识了不同的人，并与不同角色之间发生了有趣的故事，最终用爱与包容化解了仇恨与偏见。,,,,,,,,,,,,
天启：第一次世界大战,2295000,27000,409000,6838,14000,历史军事,9.5,554,已完结, 全5集,1,87,简介：《天启：第一次世界大战》是法国制作的一部关于一战题材的纪录片。影片开头将镜头给到了生活在1914年前的欧洲人们，他们脸上洋溢着笑容，生活富足美满。随着萨拉热窝刺杀事件，一战爆发了。奥匈帝国先把矛头对准塞尔维亚，沙俄随后反击。奥匈帝国和德国联盟，沙俄再和英法联盟，随后意大利、美国、日本等国也加入战争，将一场欧洲小范围的战争，扩大成了全世界范围。4年战争，或者说屠杀，浓缩在了5集纪录片里，却依然带给人震撼。,,,,,,,,,,,,
德古拉,461000,7372,29000,2137,3453,恐怖奇幻,8.9,191,74,0,63,简介：吸血鬼德古拉伯爵住在喀尔巴千山的深处,一个年轻地产经纪帮他把房产迁到伦敦,却被他惑为奴役并一路护送吸血鬼到伦敦。年轻女子露西被他吸血沦为吸血鬼，同时还危及其朋友米娜，米娜父亲终于识破吸血鬼真面目，决心要保护米娜……经典恐怖片，大导演哥普拉92年曾据此重拍《惊情四百年》。,,,,,,,,,,,
东京物语,435000,10000,45000,3349,3195,剧情家庭,9.5,581,137,5,152,简介： 儿女们都大了，各自成家。父亲周吉（笠智众饰）和老伴（东山千荣子饰）要去东京看望他们，老两口带着愉快心情上路。可另一边，还没等他们到大儿子家，孙子就因为爷爷奶奶到来腾地方哭闹不停。老人开始觉得尴尬，大儿子幸一（山村聪饰）在东京当医生，二女儿繁（杉村春子饰）在东京开美容店，二儿媳纪子（原节子饰），小女儿京子（香川京子饰）外，大阪还有三子敬三。 东京让老人陌生，在儿女家也好不到哪去。大儿子工作繁忙，没时间带他们出去玩。搬到女儿家，依旧每日困守且有矛盾。老两口渐渐也明白儿女们的处境，他们在东京的老友也...,,,,,,,,,,,,,
日出,214000,3498,84000,880,1872,剧情爱情,9.6,166,94,0,48,简介：盛夏的度假时节，一位城市女人来到乡下滞留，这期间，城市女人诱惑了当地的农夫并教唆他杀死自己的妻子以便贩卖掉农庄后私奔。被迷惑了心窍的男人早已忘记了那些同妻子共处的纯美时光，他将妻子带到河面蓄谋加害，却在要下毒手时幡然悔悟，伤心的妻子踏上了进城的列车，男人穷追不舍一同抵达城市。城市里真正是一片花花世界呵，这对夫妻在街上游走玩乐，在那些小小的玩笑中，甜蜜的冒险中，他们又找回了爱情的美妙共鸣……和好如初的两人返回乡村，不料却在归途遇上了肆虐的风浪……本片是德国导演茂瑙赴美发展后拍摄的第一部作品，曾被多家权...,,,,,,,,,,,,,
碧蓝航线,38496000,738000,1932000,236000,223000,游戏改战斗萌系架空,8.1,27911,已完结, 全12话,120,9753,简介：致碧蓝航线以祝福——“碧蓝航线”的少女们，击溃了自外界入侵的神秘之敌“塞壬”的强烈攻势。然而，斗争世世代代都未曾改变。就如同人类曾经夺取海洋霸权一般，由于理念上的差异“碧蓝航线”与“赤色中轴”成为对立阵营。之後，时光流逝——,,,,,,,,,,,,
生活如沸,30446000,134000,696000,66000,151000,人文美食,7.8,6139,已完结, 全7集,19,1540,简介：《生活如沸》是由bilibili出品，大声传媒联合出品的一档以火锅为切入视角，洞察国人生活百态的美食人文纪录片。人们围炉锅前，既是享受最多元、包容、纯粹的吃食，更是抱团取暖，见证你我他的哀愁喜乐、百态人生。《生活如沸》行走全国东西南北，找寻每一种火锅沸腾背后最能引发情感共鸣的瞬间。,,,,,,,,,,,,
未知之景 第一季,603000,1833,25000,893,3568,科技探险自然,暂无评分,评分人数不足,已完结, 全8集,0,5,简介：你是否曾幻想如飞鸟翱翔于高山之巅,俯瞰那群峰耸峙,层峦叠嶂；是否曾幻想栖息于雨林之中,呼吸那氤氲的湿气,浸润在璀璨的阳光之下？本系列“未知之景”将带领你从格罗斯莫恩国家公园光怪陆离的万种生态,到阿塔卡马沙漠的荒芜壮阔；从科罗拉多高原的宏伟美景,到苏必利尔湖的碧水蓝天……在这里,你将学会人与自然如何和平共处,领略地球原始脉动的巍然,体会最原初的震撼与感动。去感受大自然的鬼斧神工,匠心雕凿,目睹千种奇景,共享异彩纷呈！
战斗王EX,5438000,93000,55000,6489,21000,剧情悬疑青春,9.6,756,已完结, 全52集,1,287,简介：徐风收到了海博大学的入学通知书，这所大学曾是他爸爸、妈妈的母校，也是他梦想的名牌大学。在海博大学的一间实验室里，徐风和青梅竹马的伙伴邱雨见到了古教授，至此徐风和邱雨才得知，徐风父母的失踪以及他们神奇地开启了异度空间的过程。为了解救自己的父母，阻止时空崩塌，徐风他们开始了寻找晶石和陀螺战士的艰难历程，他们开动脑筋、消除误会、争分夺秒，不断战胜幽龙长老派来的“魔行者”，最终，在异度空间正义长老莫能长老和古教授的帮助下，徐风、邱雨、董雷、伊电曈、耿焱5位陀螺战士终于找到所有晶石，通过古教授制作的时空转换器，...,,,,,,,,,,,,
灌篮之王 第二季,553000,6281,27000,756,3754,运动,暂无评分,评分人数不足,已完结, 全4集,0,11,简介：特纳电视网推出的《灌篮之王》节目，汇聚了全球最顶级的民间扣将，包括奥尼尔和巴克利在内的名嘴作为评委，以类似达人秀的形式进行展示灌篮，从默默无名化身扣篮之王，还可获得十万美元大奖，其中身高仅1米65的波特·马贝里打破了人们对小个子的刻板印象，各路高手使出浑身解数，创意新颖，只为争夺灌篮之王的宝座。,,,,,,,,,,,,
猎杀食人魔,76000,975,1843,86,1574,自然探险,暂无评分,评分人数不足,已完结, 全3集,0,5,简介：三种有史以来最惊人的捕猎人类的传奇，以悲惨戏剧的方式，通过猎食者与被猎食者的视角讲述出来。这些真实的冒险和恐怖故事，提供了观察动物行为的一个全新视角。,,,,,,,,,,,,
速度魔鬼,1536000,926,6442,538,2929,探险自然,暂无评分,评分人数不足,已完结，共1集,0,8,简介：速度的世界是危险的，犹如魔鬼般的存在。几十年来，人们一直在不断突破对速度的追求。来自美国的“北美之鹰”，一个挑战陆上速度的团队。他们不断克服困难，挑战自己，努力的打破陆地上超过音速的速度。,,,,,,,,,,,,,
灾难纪实,187000,1523,4145,3106,2632,人文历史,暂无评分,评分人数不足,已完结, 全34集,0,1,简介：国内重大灾害最详实的影像记录，通过记录灾害的发生、发展，讲述灾害中那些人和事，感受灾害的威力，还原自然的真面目。,,,,,,,,,,,,
2018红牛杯世界街舞大赛,154000,1279,4086,621,3094,社会,暂无评分,评分人数不足,已完结，共1集,0,10,简介：2018年红牛世界街舞大赛，在瑞士苏黎世举行。来自全世界的几千名街舞爱好者汇聚在这里，主要是展示breaking舞蹈，通过一对一斗舞形式角逐最后的冠军，今年赛事还增加了女子组比赛。最后lil zoo获得18年冠军。,,,,,,,,,,,,,
地平线系列之：阻止男性自杀,46000,1919,772000,143,454,人文社会医疗,暂无评分,评分人数不足,已完结，共1集,0,17,简介：在英国，自杀是50岁以下男性的主要死因。这部敏感的纪录片分析了关于自杀的性别悖论，提出了一些被禁止太久的问题。《地平线》摄制组将前往酒吧、俱乐部、国际男性杂志的总部，想办法挽救数千人的生命。纪录片通过私密的第一手资料，讲述那些在希望的边缘活下来的人的故事。,,,,,,,,,,,,,
奇迹时刻：法国洛林,64000,116,24000,133,1531,人文社会旅行,暂无评分,评分人数不足,已完结，共1集,0,0,简介：地球上的每个地方都有最美的一个时刻，“奇迹时刻”节目将带我们去往各地捕捉这些时刻，聆听当地居民的故事。这一站我们来到法国洛林地区，这里是国际热气球节的举办地，两年一次的盛大节日将夏日的洛林变成了一个梦幻世界。从各地纷纷赶来的热气球飞行员也带来了他们的故事。梦幻的热气球既有着让两颗心贴近的力量，也有着让心自由的力量。让我们一起踏上这次畅游天空的美妙之旅，欣赏数百个热气球布满天空的美景，发现由热气球的魔力带来的感人故事。,,,,,,,,,,,,,
芭蕾新星 五年后,78000,507,9845,231,1920,社会,暂无评分,评分人数不足,已完结, 全5集,0,3,简介：士别三日，当刮目相待，经历了五年的成长后，当初的芭蕾少年少女们都有了那些成长？,,,,,,,,,,,,
奇迹时刻：越南河内,181000,350,24000,162,1922,人文,暂无评分,评分人数不足,已完结，共1集,0,4,简介：地球上的每个地方都有最美的一个时刻，“奇迹时刻”节目将带我们去往各地捕捉这些时刻，聆听当地居民的故事。这一站我们来到有着一千多年历史的越南古都河内。六月的河内弥漫着荷花的香甜芬芳，这是荷花盛开的时节。河内城外的西湖，则有着最为芳香的荷花。荷花在越南占据着特殊地位，荷花美食、荷花茶、绣着荷花图案的越式旗袍、手帕。让我们走进六月的河内，欣赏这里的美景，了解关于荷花的种种历史，拜访那些生活早已与荷花交织在一起的人们，聆听他们的故事。,,,,,,,,,,,,,
