电影名字,播放数量,弹幕数量,追剧数量,投币数量,点赞数量,标签,分数,打分人数,影片时长(分钟),长评数量,短评数量,简介,,,,,,,,,,,,,
间奏曲,17000,391,2107,141,236,剧情,暂无评分,评分人数不足,19,0,8,简介：影片的第一个镜头是几个充气的气囊；接着是穿着短裙的芭蕾舞女演员，然后是歌剧院广场的前景和拳击手挥舞剧院的动作。歌剧院广场，一个达达派艺术家在沉思，要烧掉歌剧院。于是，火柴划着了。拳击手挥起双拳再一次向大歌剧院打去。庙宇的立柱。在高楼的平顶上，达达派艺术家曼·雷伊和画家杜尚正在下棋。突然，喷射而来的水搅乱了棋局......,,,,,,,,,,,,,
少女☆歌剧Revue Starlight -The LIVE- #2 Transition,745000,7827,832000,5988,6472,奇幻战斗校园音乐,9.7,1369,已完结, 全1话,2,415,简介：【本片翻译由圣翔音乐学院放送科提供】第100回圣翔祭。圣翔音乐学园99期学生——华恋、光、真矢、纯那、真昼、奈奈、克洛迪娜、双叶、香子，九人共演的《Starlight》舞台剧受到了观众们的称赞。一周后，还沉浸在舞台剧所带来的感动中的她们；因为《Starlight》公演结束而感到些许失落的她们；为了明年第101回圣翔祭开始努力练习的她们；过着充实而忙碌的日子。正逢此时，圣翔音乐学园和青岚综合艺术院的交流项目展开了。谁也无法料到的是，残酷的选拔再次开始……,,,,,,,,,,,,
炎炎消防隊（僅限港澳台地區）,618000,6920,63000,2464,5670,漫画改战斗热血,8.7,373,已完结, 全24话,0,78,简介：全人類都在害怕著——普通人會毫無徵兆地突然「燃燒」 ，變成操縱火焰的怪物「焰人」，並向周遭傾瀉其極高破壞力的「人體自燃現象」 。與火焰的恐怖對抗的「特殊消防隊」 ，他們的使命是解開人體自燃現象之謎並拯救人類！出於某個原因被稱為「惡魔」的新入隊少年?森羅，以成為「英雄」為目標，與同伴們一起，投身於與「焰人」對抗的日子中！！,,,,,,,,,,,,
成语天下,470000,5361,9573,607,997,文化真人秀,暂无评分,评分人数不足,已完结, 全12集,0,24,简介：《成语天下》为河北卫视2019年推出的大型原创季播文化节目，由《中华好诗词》 团队操刀制作，节目团队将继续秉承 的节目创作理 念，深入挖掘成语文化内涵，深入浅出地推广和普及成语文化。,,,,,,,,,,,,
国乐大典 第二季,12172000,104000,312000,54000,50000,音乐真人秀,9.3,1026,已完结, 全11集,4,370,简介：节目内容围绕中国民乐主题展开，几乎囊括了中国各民族的传统器乐品种，打破常规器乐节目之中只有乐器演奏的传统，将经典的国乐作品重新配器编曲，糅合戏曲、舞蹈、吟唱、吟诵、话剧、诗赋等多种文化元素进行全新改编，融合传统与现代的表达，用唯美和流行兼备的演绎，展示了民族优秀传统文化的经典力量,竞演乐团融合创新民乐演奏手法与多元艺术形式，带来意想不到的新颖演奏版本，重释国乐经典曲目。,,,,,,,,,,,
嗨，大学！,13454000,54000,185000,97000,327000,人文美食,8.2,876,已完结, 全8集,4,248,简介：由哔哩哔哩出品，五星传奇联合出品的《嗨，大学》是全网首档校园人文美食纪录片。什么是大学的味道？住校的时候百般嫌弃，离开之后无比怀念—尤其是那些曾经挥洒青春，留下过无数欢乐和眼泪的小吃街；你是否愿意，也把青春藏在大学周边的美食里？,,,,,,,,,,,,
小小少年,15642000,58000,269000,123000,466000,人文社会,9.8,2292,已完结, 全6集,13,596,简介：由哔哩哔哩出品，五星传奇制作的系列纪录片《小小少年》，跟踪拍摄“痴迷”于自然、科技、艺术、运动等不同领域的天赋异禀的孩子，记录他们与众不同的成长故事。当一个孩子痴迷于一件事，会爆发出怎样的能量和创造力？在人生初期绽放天赋，会如何改变一个家庭的命运？这些孩子，他们都在各自钟爱的事物上做到极致、探寻意义，每一个年轻的身躯下都隐藏着如巨人般丰盈的灵魂。,,,,,,,,,,,,
我是XX生,22373000,144000,422000,232000,600000,社会,9.2,1938,已完结, 全8集,12,443,简介：由哔哩哔哩出品，五星传奇联合出品的《我是XX生》是国内首档以“不为人知的大学专业”为切入点的校园人物系列纪录片，每个专业的主人公都有极强的个性，可以说是“最酷的大学生，研究生”。节目力邀何炅老师担任配音，以求更好得展现他们所选专业的魅力、他们的理想追求和与常人不同的生活轨迹，号召年轻人勇于选择自己的热爱，对自己真诚，激发他们的好奇心和探索的欲望。,,,,,,,,,,,,
情报处,42000,43,1717,38,183,犯罪悬疑,暂无评分,评分人数不足,,0,5,简介：在温哥华的毒品走私者获得了当地的缉毒队的敏感信息，并试图达成协议为自己后，间谍丑闻爆发。,,,,,,,,,,,,,
曼哈顿的槲寄生,38000,20,818,20,72,剧情喜剧爱情,暂无评分,评分人数不足,,0,1,简介：克劳斯夫人很生圣诞老人的气。他已然变成一个工作狂，只关注他的工作而非圣诞精神。当他拒绝在假期时陪伴她时，她逃到了曼哈顿，她相信在那里还有真正的圣诞精神。现在轮到圣诞老人还有他忠诚的小精灵们去找他夫人了，他要找到她并且希望再带回一些圣诞精神。,,,,,,,,,,,,,
塔斯马尼亚恶魔,1081000,3710,6495,241,1669,恐怖科幻奇幻,3.6,122,,0,34,简介：一群胆大的雪上项目爱好者闯入一座偏远的塔斯马尼亚大山，但是一个灾难导致一名队员丧生。他们的到来诱发了这片土地上古老的土著诅咒，巨大的塔斯马尼亚恶魔向他们发动攻击。,,,,,,,,,,,,,
见多识廣,55000,242,1123,115,489,文化真人秀,暂无评分,评分人数不足,已完结, 全6集,0,4,简介：广东卫视《见多识廣》，是一档大型文化知识竞技类节目。每季12期，比赛内容涉及广东的科技、时尚、名胜古迹、美食、文化、经济、民俗、历史等方面，旨在带动全民挖掘广东文化、品读广东魅力、传播广东形象。,,,,,,,,,,,,
黄逗菌特别版之《忘不了》,4094000,555,118000,3056,12000,原创搞笑治愈日常,9.7,198,已完结, 全10话,0,68,简介：本剧讲述了黄逗菌与老李的日常，通过黄逗菌特别版之《忘不了》系列迷你剧的每集故事，科普和提高大家对阿兹海默病的认知，告诉大家怎样更好的与患有阿兹海默的老人一起生活，呼吁大家多关注身边的老年人。,,,,,,,,,,,,
路障,726000,3626,4346,201,3924,恐怖惊悚,暂无评分,评分人数不足,82,1,25,简介：在妻子莉（朱迪·汤普森 Jody Thompson 饰）去世一年后的圣诞节，年轻有为的医生泰伦斯·赛德（艾瑞克·麦柯马克 Eric McCormack 饰）驱车带着女儿辛希娅（科娜·德维利 Conner Dwelly 饰）和儿子杰克（瑞恩·格莱瑟姆 Ryan Grantham 饰）前往位于某个山林腹地的小木屋共度佳节。一路上车马劳顿，加上半路突发的一个小车祸，这些都没有冲淡孩子们心中对快乐的期待。夜幕降临，辛希娅和杰克，沉沉睡去，泰伦斯物资怀念着妻子生前的种种，可就在此时，一张恐怖的面孔从窗口一闪而过。在此之后，赛德父子三人时不时会发现奇怪的影像与痕迹，似乎有某种...,,,,,,,,,,,,,
灯泡之战,10000,32,248,17,32,喜剧,暂无评分,评分人数不足,89,0,1,简介：长期的竞争对手和邻居们竞相在圣诞节前在自家院子里创建的最好的节日显示。当这两个家庭成为敌对和痴迷获胜时竞争变得异常惨烈，从而忽略了这个节日的真正精神。,,,,,,,,,,,,,
我可能不会爱你,10757000,76000,177000,5968,15000,都市情感剧情,8.6,634,已完结, 全16集,4,231,简介：【本片由版权方译制】日版的《我可能不会爱你》剧情上有些许会有做更动，女主角“程又青”改名为“御手洗阳”，职业仍然是是制鞋公司的女菁英，男主角李大仁更名为“石田莲”，是一名都市开发的地产公司职员，两人是大学同学，彼此之间有个赌注：“在女方29岁生日前，两人谁先结婚另外一个人就要送上30万的大红包”……两人断言彼此之间绝无发展可能，为了赢得赌注，男主角主动追求公司女后辈，女主角也和前男友重逢，故事就此展开……,,,,,,,,,,,,
学徒 第七季,402000,22000,273000,816,2472,社会,暂无评分,评分人数不足,已完结, 全13集,0,14,简介：美国真人秀 学徒由房地产界大亨唐纳德·特朗普主持，近年当选美国总统大选。节目中，16名选手深受经济危机打击，失去工作、变卖家产、生活绝望。16名参赛选手为在唐纳德·特朗普集团谋求了一个职位，展开13周的激烈竞争,在比赛过程中重新找到人生方向，事业重新走上正轨，实现自己的美国梦。,,,,,,,,,,,
棕榈泉圣诞夜,162000,9,470,18,72,剧情,暂无评分,评分人数不足,,0,0,简介：洁西卡在棕榈泉有一个大型的演讲。不过还是有一些问题：她的两个孩子为了让爸爸妈妈重见天日，愿意做任何事情——即使他们不得不侵入妈妈的手机，或者假扮秘书以确保爸爸也在棕榈泉。还有乔神父，他会不惜一切代价让自己回到杰西卡的生活中来,,,,,,,,,,,,,
保卫圣诞老人,174000,47,781,44,5227,剧情奇幻家庭,暂无评分,评分人数不足,87,0,2,简介：滑雪胜地小镇治安官斯科特汉森在平安夜接到一辆汽车抛锚的报告时，在一片白雪皑皑的森林里偶然发现了一位熟睡的圣诞老人。圣诞老人在昏迷了将近一年之后，他的雪橇是否能正常运行还存在疑问，因此他将接受审判以捍卫自己的身份。当小镇学会“相信”，治安官汉森，一个父亲和鳏夫，也开始爱上圣诞老人的法庭任命的辩护律师，莎拉。,,,,,,,,,,,,,
救赎的审判,25000,3,501,10,47,剧情,暂无评分,评分人数不足,,0,0,简介：安娜是个妇产科医生，她有个让人羡慕的美满家庭，一家三口过着幸福快乐的生活。不幸的是，在一次外出骑马的时候，安娜的孩子 — 聪明可爱的小罗比，意外中不幸遇难，离开了父母。安娜伤心极了，不能接受这个现实。 她不愿意再回到家中，漫无目的地来到了苔丝管理的牧场。 在短暂的相处之中，苔丝与安娜互相有了了解。苔丝非常同情安娜的遭遇，不断地劝解她，这使得安娜得到了一丝宽慰。 而苔丝也有着自己的烦恼......,,,,,,,,,,,,,
战国千年 动态漫,6885000,19000,128000,8642,30000,动态漫热血玄幻战斗,9.3,1125,已完结, 全12话,6,392,简介：我，姬青，带着不死挂少昊骨，穿越到了高武版的春秋战国时代。且看一个死不了的普通人，出雍城、进学宫、游列国，以九黎之资，斩地锁破天封，纵横于这阶级森严，战乱不休的大争之世，只手挽天倾。,,,,,,,,,,,,
我的博士老公,396000,6566,1816,1860,1099,剧情情感家庭,暂无评分,评分人数不足,已完结, 全34集,0,7,简介：梁鸿名（沙溢 饰）和邹琴（梁静 饰）是一对结婚多年的小夫妻，彼此之间感情十分要好。邹琴怀孕了，在惊喜和幸福之中，两人等待着这个小小的生命降临到人世。梁鸿名虽然身为博士，却在找工作的过程中连连吃瘪，不仅如此，邹琴亦在一场意外之中流产了，双重的打击让梁鸿名跌落到了人生的低谷之内，无奈之下只得带着妻子回到了家乡，在一所毫无名气的高校内找了一份工作。在学校里，梁鸿名受到同事和上司的排挤，在家中，不如意的生活让邹琴抱怨连连，夫妻两人之间时常爆发无谓的争吵。李乐（春夏 饰）是梁鸿名班上的学生，早熟的她竟然在有意无意...,,,,,,,,,,,,
四大名捕重出江湖,532000,2204,4128,1083,1814,武侠古装,暂无评分,评分人数不足,已完结, 全30集,0,4,简介：事缘诸葛神侯夜观天象之时，发现自身将有一大劫降临，另一方面 ，邪派高手上官苍穹，因曾败于诸葛神侯手下，故一心想复仇，矢誓要坐神侯之位，而他苦待多年，终于等到诸葛神侯气数最弱之时，遂密谋一举而杀诸葛神侯，而诸葛神侯也深知自己若不在人世，则定必剧盗蜂起，其势不可收拾，苦思之下，决定兵行险着，布下一假死之局，暗中却策令已退隐的四大名捕回京，以代其位，希望将影响减至最低，此外，另一邪派高手胡天龙因多年前被诸葛神侯赶出中原，远赴日本，并收得日本人古月正文为徒，并曾立誓中原有诸葛神侯一日，便不再踏足中原半步，此时...,,,,,,,,,,,,
雪花那个飘,660000,20000,3212,1844,1605,剧情,暂无评分,评分人数不足,已完结, 全38集,0,9,简介：1977年，当恢复高考的消息传到美丽而又遥远的凤凰屯时，整座村庄都沸腾了。从插队的知青到村里的柴火妞，大家都跃跃欲试，想用知识改变自己的命运。知青赵长天（张译 饰）和村姑刘翠翠（潘雨辰 饰）便是众多凤凰屯考生中的代表。时代的巨变为他们提供了改变人生的机遇，纠结不清的情感让他 们体味着人生的酸甜。本片着重讲述宁州师范中文系77届师生们的故事，由于那个年代的特殊，他们带着各自的故事走进美丽的大学校园。在那座美丽的校园里，他们共同学习，共同成长，用真情温暖彼此，用勤奋成就理想……本片是著名编剧高满堂继《北风那个吹》...,,,,,,,,,,,,
离不开你,44000,80,219,349,11000,剧情情感,暂无评分,评分人数不足,已完结, 全29集,0,0,简介：一部将商战与情感进行细密交融的智慧型大戏。讲述一对因经济压力而濒临分手的情侣，巧遇了身患绝症的财团年轻女老板，从此三人卷入了惊心动魄的情斗与商斗之中。,,,,,,,,,,,,
家有九凤,2173000,104000,16000,2520,7438,剧情家庭,9.8,285,已完结, 全26集,2,110,简介：平遥古城的听雨楼，初家九个女儿在老太太(李明启 饰)的辛苦拉扯下长大成人。而这个大家庭里，总是不乏故事，波折更是从未间断。随着中国社会的变化，九个女儿各自命运都随之跌宕起伏。下乡北大荒八年的七凤（朱媛媛 饰）怀着身孕回到初家的大院，却不想因为误会与男友卫平（纪元 饰）分手，嫁给了偶然认识的屠宰场的杨为健（姜武 饰）。虽然心地善良的杨为健对七凤无微不至的关怀让她备受感动，更是在艰苦的年代给初家带来了不少油水，可二人之间的差距随着七凤考上大学而不断拉大，婚姻面临着破裂的危机。改革开放的春风让做生意发财的八凤（韩...,,,,,,,,,,,,
常回家看看,155000,1248,516,658,1624,剧情家庭情感,暂无评分,评分人数不足,已完结, 全33集,0,3,简介：姚家顶梁柱走了后，老太太秦金枝（张少华 饰）独自一人将其个儿女拉扯大。普天之下就数中国的父母最累心，本该到了享清福的年纪，可是孩子们依然让老人家念兹在兹。细数这些儿子，有的在子弟中学当老师苦熬年头评职称，有的是恨不得接下大工程的建筑承包商，有的在机关做着升官梦，有的开出租风里来雨里去挣着辛苦钱，有的在工厂上班却发着财迷疯，有的则为了美好未来苦读研究生，有的则先天智障成了妈妈心头最大的挂念。孩子们各自成家立业，有着各自的苦辣酸甜。虽然手心手背都是肉，只不过龙生九子各有不同，加上枕边风吹着，谁都有自己的小...,,,,,,,,,,,,
幸福生活在招手,63000,13,236,9,7495,剧情家庭,暂无评分,评分人数不足,已完结, 全29集,0,0,简介：谁都希望能遇到“天上掉馅饼”的好事。可这次天上掉下的“馅饼”，却把赵正大（任程伟饰）一家的生活“砸”乱了。一直爱好买彩票的周雨晴（牛莉饰），临产前还惦记着买上一张，号码是她和小叔子赵正义（刘欢饰）一块写下的。周雨晴生下儿子好好的同时，大奖也出来了，正是小姑赵正果（霍泥芳饰）去买的那个号。可谁成想，正果却遭遇了一场飞来横祸，被汽车撞成了弱智，彩票也不翼而飞。,,,,,,,,,,,,
黄河岸边是我家,174000,167,313,120,4849,情感农村,暂无评分,评分人数不足,已完结, 全22集,0,1,简介：马红莲因为要给母亲治病不得不收下了罗有福从家里偷出来的钱，最后面对有福妹妹“胡搅蛮缠”的指责，马红莲选择了嫁给这个有点“傻里傻气”的罗有福，也因此错过了自己最爱的男人满河。面对爱情与恩情，马红莲选择了后者，面对责任与逃避，她毅然选择了承担。,,,,,,,,,,,,
都市无梦,32000,66,201,5,2703,剧情情感,暂无评分,评分人数不足,已完结, 全20集,0,0,简介：世纪之交的南方都市广州经历了20余年改革开放的洗礼，更加生气勃物，吸引着充满青春幻想的青年们来此寻梦创业。女大学生梅子就是这些寻梦者中的一员，她毕业后来广州，想圆自己的记者之梦，受到女友区淘热情接待，并与区淘的男友、精英公司的总裁助理何伟相识。在接触中，梅子不仅深深感受到广州的魅力，也对阿伟产生了好感。经区淘帮助，梅子当上了记者，却受到同事排斥，几次面临被炒之际，却得到阿伟暗中帮助。梅子觉察，十分感激。阿伟的同事余鹏，对阿伟的发展十分妒忌，尤其是阿伟取代他代表公司主持“花城之星”大赛活动，更使余鹏连出...,,,,,,,,,,,,
北极光,20000,56,176,65,2734,剧情情感,暂无评分,评分人数不足,已完结, 全8集,0,1,简介：二十世纪五十年代，年轻的转业军人张北星被分配到黑龙江省大兴安岭山区的一个小气象站，这里的老站长赵清山和他年方二十的女儿雁儿，热情地接待了他。老站长那种热情忘我，一丝不苟的精神，深深的感染了他，吸引了他，使他对气象站的工作产生了浓厚的兴趣。这是，原来广州老家的女朋友南楠，专程赶到这里，希望他能调回广州工作，离开这人烟稀少且荒凉艰苦的老山林。心爱的人对他这种要求按说并不过分，但他已离不开这块土地了。,,,,,,,,,,,,
剧组的故事,91000,3619,1679,2864,7597,搞笑,暂无评分,评分人数不足,已完结, 全38集,0,5,简介：电视情景喜剧《剧组来了》将围绕一个电视剧组摄制一部古装电视剧的过程展开，通过对剧组主要成员导演、主演和制片主任等人物的思想行为和工作生活情况的展现，揭示当今中国影视圈令人眼花缭乱的状态和令人啼笑皆非的趣事。,,,,,,,,,,,,
我的傻瓜老婆,155000,977,846,331,4292,剧情,暂无评分,评分人数不足,已完结, 全20集,0,4,简介：东海长泰集团董事长商长泰发现妻弟夏文涛挪用公司巨款，就在他要追查下去的时候，被夏文涛和助手曹跃设计谋害，其独生女商小渔觉得父亲死因有疑，想要追查时也被设计突发车祸，重伤导致昏迷。商小渔苏醒后，失去记忆心智水平只有7岁，在医院治疗时，又突然失踪。夏文涛作为商小渔的法定代理人接管了长泰集团。夏文涛的女儿夏荷不知道父亲阴谋，出于姐妹情深决意放弃出国留学的机会一心要找回商小渔，夏文涛怕商小渔回来后威胁自己的地位表面支持夏荷，暗地里却在破坏……,,,,,,,,,,,,
金沙,103000,3020,1075,1255,6039,剧情古装,暂无评分,评分人数不足,已完结, 全28集,0,6,简介：古装电视剧《金沙》以神秘的三星堆、金沙文明和古蜀历史为背景，把神话传说和考古相结合，通过蜀王杜宇开国后失国、杜 金巧巧饰演蚕姑宇化鹃、啼血终古的传奇故事以及鱼凫王后、金沙、离子期、杜宇等人物之间的情感纠葛，演绎出古蜀国鱼凫王朝与杜宇王朝的演变过程，再现金沙文明。,,,,,,,,,,,,
笨蛋,1819000,2163,5617,517,4217,剧情喜剧,9.2,117,100,0,42,简介：身高超过两米、体重将近五百磅的沃特（The Big Show 饰）自幼生长在圣托马斯孤儿院里，业已35岁的他至今仍在孤儿院内生活，小男孩汉瑞是他最好的朋友。某天，一场事故烧毁了孤儿院的厨房，按照相关法律这里面临着被关闭的命运。为了让好友和其他孩子不至于无家可归，沃特决定承担起筹措资金修缮厨房的重任。与此同时，格斗教练埃迪·沙利文也正被欠款所困扰。偶然机缘让他结识体形庞大的沃特，他决心将其训练成格斗高手，然后前往新奥尔良参加业余专业混合格斗冠军赛，并赢得奖金。为了共同的目的，这两个男人以及孤儿院的女员工玛丽一同朝着新...,,,,,,,,,,,,,
夜晚属于我,50000,36,621,15,74,动作,暂无评分,评分人数不足,97,0,1,简介：十五岁的梅根和她的父母为了挽救他们的农场愿意做任何事情。当家人发现一匹脱缰的野马在附近森林里他们开始猜测这可能是他们祈祷的答案。克里斯克里斯托佛森在这感人的和鼓舞人心的故事，赞美家庭的精神和惊人的勇气和决心会打败所有失败的可能。,,,,,,,,,,,,,
世说新语 动态漫,2021000,11000,206000,17000,25000,动态漫历史古风治愈,9.7,1097,已完结, 全10话,2,335,简介：以诗情才气发酵文采的陈酿，以潇洒不羁回应时代的苍凉。嵇康、阮籍、山涛、向秀、刘伶、王戎、阮咸一声轻笑，薄雾消弭，且看他们如何对酒当歌……,,,,,,,,,,,,
肥猫寻亲记之明天会更好,311000,4072,2972,2941,1417,剧情家庭,暂无评分,评分人数不足,已完结, 全30集,0,10,简介：肥猫千辛万苦寻回四个弟妹：年轻有为的医生二弟华世杰，大律师三妹婉容，美丽的四妹纪肥猫千辛万苦寻回四个弟妹：年轻有为的医生二弟华世杰，大律师三妹婉容，美丽的四妹纪香，曾误入歧途的五弟丰收。然而好景不长，不幸的事情相继发生了：二弟妻儿因飞机失事双双遇难，世杰伤心过度驾车被撞成重伤；接连的打击使华老太太出现了精神分裂迹象而被送进了医院；三妹婉容的家庭表面风平浪静，内里却酝酿着大风浪；四妹因为疏忽将其苦心经营的婚纱店付之一炬；五弟丰收出狱后处处受人歧视，几乎丧失了面对生活的信心。面对变故，肥猫凭着热情和善良...,,,,,,,,,,,,
不要公开你的秘密,117000,246,728,421,3339,悬疑剧情,暂无评分,评分人数不足,已完结, 全20集,0,1,简介：旅游学校学生林玫遭遇强暴，罪犯唐灏收买证人，将林玫一家逼入绝境。父母饭馆的伙计海瓜子带林玫逃到荒岛，九死一生后，林玫生下因强暴怀上的儿子。在林玫眼里，她恨这个孩子，他把这个不该出生的婴儿作为向唐灏讨还公道的证据。善良的海瓜子默默照顾他们母子俩，他始终暗恋着这个美丽倔犟而又不幸的女子。林玫带着孩子与海瓜子带到上海，寻找唐灏。人海茫茫，他们几番与仇人擦肩而过——唐灏终成香港某大老板之婿……,,,,,,,,,,,,
排球少年 烏野高校 VS 白鳥澤學園高校（僅限港澳台地區）,626000,19000,75000,2613,3253,漫画改热血运动社团,9.8,1178,已完结, 全10话,4,317,简介：“沒落的強豪，無法飛翔的烏鴉”——。曾經被如此稱呼的烏野高中，終於抵達的“頂”之舞臺。春季高中排球宮城縣代表決定戰，優勝。在高中聯賽預選準決勝中惜敗於青葉城西高中，朝著春高預選再次啟程的烏野，為追求更高等級而挑戰的是與關東強豪隊伍進行的聯合合宿。痛感到與並列於梟谷、生川、森然、音駒的全國級別隊伍之間的力量差，烏野高中追求著隊伍的“進化”，壹心持續著挑戰。終於到來的春高預選。壹度封印起來的日向與影山的“怪人速攻”展現出更進壹步的進化，每個齒輪相互咬合，驅動著隊伍全體，烏野將並列的強豪們擊破。之後，在宮...,,,,,,,,,,,,
黑猫露西,277000,3331,21000,2464,1140,剧情情感,暂无评分,评分人数不足,已完结, 全12集,0,17,简介：黑猫从鸭田志阳（山本耕史）的面前横穿而过。这已经是第753次了……黑猫从面前横穿，就会发生不吉利的事情。虽然不愿意相信这种迷信的说法，但是这个恐怖的次数也太奇怪了吧……终于能够再就业，进入净水器公司开始销售工作的阳，却一台净水器都没有卖出去，肩头犹如压着泰山，在这样萎顿的他的面前，又一只黑猫潇洒地横穿而过。第二天，为了参加父亲（塚地武雅）的七周年忌日，阳换上了黑色的西装。半同居中的恋人美纪喜欢占卜，她把电视台的占卜运势汇报给阳，结果让阳想起他那个当占卜师的父亲，心情甚是不愉快。,,,,,,,,,,,,
猫咪出租,385000,16000,40000,1655,1563,情感剧情,9.5,221,已完结, 全12集,1,82,简介：间濑垣勤，40岁，出租车司机。因为极不擅长与人交往，在公司的业绩排行中永远是垫底。间濑垣以前是老师，因为与学生交流不善而辞职。妻子真亚子也是老师，两人的女儿瑠璃正值青春叛逆期。因为赚不到什么钱，间濑垣总是给女儿嘲弄，妻子也不对他抱什么期望。这天，他又给乘客骂了，还被上司数落了一通。对间濑垣来说，无论是职场还是家庭，都无法找到归属感。唯一能让间濑垣放松心情的地方是公园。一天，在公园里间濑垣命运地邂逅了一只猫咪。这是一只有着三色杂毛的猫，胖乎乎的，带着老态，项圈上有"御子神"三个字。间濑垣迷上了这只做什么事...,,,,,,,,,,,,
体育老师 第一季,3407000,143000,135000,8732,8125,搞笑青春剧情,9.5,1006,已完结, 全20集,3,315,简介：主人公福马曾一直是黑道大富商玛玛伊的左膀右臂。为了重新回到老板身边，福马来到老板孩子所在的学校当体育老师。而他的生活也就此发生了翻天覆地的变化。前黑帮保镖遇到九零后的猴孩子们又会擦出怎样的火花呢？,,,,,,,,,,,,
体育老师 第二季,1068000,60000,135000,1810,2309,搞笑青春剧情,5.5,833,已完结, 全20集,3,219,简介：本剧讲述前黑帮保镖队长在中学担任体育老师的故事，剧中有许多搞笑情节和引人深思的现象。主人公奥列格·叶夫盖尔维奇·福明（绰号福马）是前黑帮头子玛玛伊的保镖队长，但因为改不掉野蛮暴力的作风和“过时”的工作方式而被开除。福马悲伤而不甘，于是决定通过讨好玛玛伊的孩子萨尼亚回到玛玛伊身边。在老友“疯子”的帮助下，他成功进入萨尼亚所在的中学成为一名体育老师，然而上班第一天毒舌霸道的福马就得罪了萨尼亚、美女教师塔吉亚娜和教导主任。在中学工作的日子里，福马以自己的方式尽力守护着萨尼亚，讨好心仪的塔吉亚娜，帮助办公室的...,,,,,,,,,,,,
龙门金剑,70000,1221,1069,78,2609,动作,暂无评分,评分人数不足,101,0,11,简介：青年剑客白玉龙（高远）赴关外找寻失踪的父亲白震东（罗维），因而结识丐帮帮主安乐天的义女魏金凤（郑佩佩），二人于荒漠雪地之中找寻白父达一年之久，情愫更浓，终于金剑庄成婚。二人婚后不久，玉龙竟被「龙门宫」的人捉去。「龙门宫」住着的全是武功高强的艳丽女性，白父曾和其宫主龙仙子结婚，诞下玉龙，现在龙七姑迫玉龙和月兰结婚，玉龙誓死不从！玉龙逃回金剑庄，「龙门宫」人追至，展开大战……,,,,,,,,,,,,,
偷来的女儿,28000,26,622,12,40,剧情,暂无评分,评分人数不足,,0,1,简介：史黛西是个可爱的妈妈和妻子，但同时也是专门侦破失踪儿童案件的侦探。史黛西的职业是危险的缠绕着她自己的生活时，她自己的女儿被绑架。她被禁止在任何情况下参与这次案件的侦破，斯泰西暗中违抗上级命令开始她自己的调查，希望在为时已晚之前找到自己的女儿。,,,,,,,,,,,,,
隔墙有眼,52000,87,609,18,81,惊悚,暂无评分,评分人数不足,86,0,0,简介：Andre刚刚从一场事故中恢复过来。他同意了帮助他的朋友Robert接受一份看房子的工作。这所不同寻常的房子坐落在“冷水峡谷”的中心地区。当白天过去，黑夜来临，怪事的出现让Andre相信，这座房子不止他一个人——有人，或者东西，在监视他。,,,,,,,,,,,,,
故事王StoryMan 第一季,10363000,642000,145000,97000,49000,脱口秀,9.3,633,已完结, 全8集,3,152,简介：自制 《故事王StoryMan》是由B站投资的一档纯原创竞技类综艺节目，该节目由B站旗下的giligili工作室负责策划制作。该综艺的核心是故事接龙，由二次元网络红人使徒子，山新，HANK组成评委团，并邀请B站诸位知名UP主参与竞赛。每一场比赛，参赛选手都将利用随机发放的比赛卡牌，讲出一段或搞笑或动人或悬疑的剧情，而评委们则根据选手们的临场表现进行打分，最终在残酷激烈的淘汰赛后选出能够拯救故事王国的最强故事王。,,,,,,,,,,,,
故事王StoryMan 第二季,36778000,1011000,145000,235000,624000,脱口秀,7.6,1384,已完结, 全13集,10,303,简介：故事王StoryMan2是一档由bilibili、青豆结冰和笑果文化联合出品的原创竞技类综艺。,,,,,,,,,,,,
致命托儿所,182000,442,4447,53,558,剧情惊悚,暂无评分,评分人数不足,122,0,6,简介：在经历了几年的经济困难后，一位年轻的母亲决定回去工作，帮助她的前夫应付日益增长的账单。由于没有人照看他们四岁的女儿，这位母亲决定把她送到当地一家名为“小家伙”的日托中心，这家日托中心的主人是一位看上去很负责任的老妇人。米娅的尴尬行为持续了几周后，瑞秋得出结论，她的女儿可能受到了中心一位日托老师的虐待。,,,,,,,,,,,,,
妻子的怀疑,28000,35,373,11,29,犯罪,暂无评分,评分人数不足,,0,0,简介：一名法医开始怀疑自己的新婚丈夫是警方一直在通缉的连环杀手。这个发现将使这名法医和她的前男友，一名警探陷入危险之中。,,,,,,,,,,,,,
秘密联络,68000,88,1702,25,173,剧情惊悚悬疑,暂无评分,评分人数不足,85,0,0,简介：萨曼莎·西姆斯是洛杉矶的一名律师，有一天，她突然接到探警前男友布拉德·莫滕森的电话，自己的妹妹布伦达·西姆斯陷入一场谋杀案。布伦达在一场派对上结识了一名计算机技术专家特雷弗·史密斯，两人迅速坠入爱河，而后布伦达发现男友竟早有家室，布伦达想要结束这一切，这时特雷弗却被神秘谋杀，一切证据都指向布伦达......,,,,,,,,,,,,,
再爱一次,54000,91,925,40,2614,剧情喜剧爱情,暂无评分,评分人数不足,,0,4,简介：一对处在离婚边缘的夫妇因为筹备女儿的婚礼而假装继续在一起，然而在这个过程中他们对彼此有了新的认识……,,,,,,,,,,,,,
